index,songName,artist,moodID,spotifyID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
172,It Gets Better,Fun.,2,4nRz4oj8uq2iEkUFaIKY4R,0.491,0.907,9,-5.035,0,0.0783,4.77E-05,0,0.0731,0.572,170.03
173,It's a Beautiful Day,Michael Bubl??,2,0mvkwaZMP2gAy2ApQLtZRv,0.532,0.795,1,-3.979,1,0.0358,0.0559,0,0.295,0.78,143.837
174,It'S Amazing,Jem,2,1fpJ7lZ5pNnpsohKLsfzEd,0.64,0.612,0,-7.107,0,0.024,0.215,0.00478,0.123,0.397,99.034
175,It'S Not Over (Death Or The Toy Piano),The Puppini Sisters,2,5v9FNUSUi98lWiCbVm8tk1,0.616,0.681,2,-8.166,0,0.0967,0.319,0.000388,0.088,0.613,180.515
176,Iyiyi (Feat. Flo Rida),Cody Simpson,2,0mkRjDV6wzXg9rFUL1BEW0,0.629,0.721,5,-4.299,1,0.0287,0.0395,0,0.349,0.787,159.951
177,Junk Of The Heart (Happy),The Kooks,2,2jZgzSxNSg1hTCq0ewWHGJ,0.604,0.894,2,-5,1,0.037,0.0212,0,0.0299,0.901,145.017
178,King Of Anything,Sara Bareilles,2,3VA8T3rNy5V24AXxNK5u9E,0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003
179,Kiss Me Slowly,Parachute,2,72R0X0h8YaxYNpegeoOl0M,0.47,0.801,9,-6.426,1,0.0352,0.0758,3.53E-05,0.218,0.431,173.92
180,L.I.F.E.G.O.E.S.O.N.,Noah And The Whale,2,6y468DyY1V67RBNCwzrMrC,0.603,0.745,4,-5.79,1,0.0368,0.207,0,0.348,0.606,81.981
181,La Isla Bonita,Madonna,2,6r8k1vznHrzlEKYxL4dZEe,0.725,0.612,1,-10.706,0,0.0372,0.302,1.63E-05,0.0548,0.965,99.978
182,Last Train To Clarksville,The Monkees,2,3h4t9qpFktohHeUQc3hZCa,0.239,0.618,0,-8.464,1,0.033,0.0305,0,0.721,0.683,197.499
183,Ldn,Lily Allen,2,48T3AtfhOgz3euMEO2Z4hS,0.673,0.607,5,-7.672,1,0.027,0.0142,4.15E-06,0.333,0.898,100.023
184,Lemonade,Chris Rice,2,2j0vxSpM9hsHi8MDmKnmfs,0.42,0.756,5,-5.327,1,0.0405,0.102,0,0.332,0.576,205.887
185,Listen To The Band,The Monkees,2,09tyJ0VvbLty84iHIV3WQn,0.26,0.659,2,-8.98,1,0.0625,0.116,2.95E-05,0.499,0.538,184.38
186,Littlest Things,Lily Allen,2,16tU7M0qquqkou1MnipA9h,0.283,0.701,4,-7.595,0,0.135,0.66,1.67E-06,0.111,0.564,165.752
187,Lollipop,Aqua,2,5tnqSEWM3EKoEtjSZpmHcH,0.718,0.944,0,-6.405,0,0.0282,0.0297,0.0148,0.13,0.824,139.04
188,Lollipop,Mika,2,1JAnC4VkVIbO7C6Vislnue,0.711,0.594,1,-5.335,1,0.0658,0.0326,9.15E-06,0.114,0.857,96.001
189,Look Out (Here Comes Tomorrow),The Monkees,2,68tmmZ7KAeiaUIvVVOOeaH,0.586,0.876,0,-5.901,1,0.0359,0.418,0,0.0433,0.93,130.164
190,Love Generation,Bob Sinclar,2,7M13FwBAKWNa2jqcZeUhL6,0.723,0.872,1,-3.617,1,0.0586,0.192,0.000154,0.0814,0.544,128.038
192,Love Will Keep Us Alive,Eagles,2,7bJSiwLFnhoO7g83bWkCtA,0.658,0.374,9,-11.684,1,0.026,0.721,1.28E-05,0.112,0.367,98.892
193,Love You Like A Love Song,Selena Gomez & The Scene,2,0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009
194,Lovefool,The Cardigans,2,0u4htORODiTK9vHVA89MQX,0.64,0.602,9,-7.902,1,0.0299,0.0646,0,0.375,0.951,111.87
195,Loving You Tonight,Andrew Allen,2,43oC4tXsCWFxDV6I6rPxRI,0.725,0.753,9,-4.261,1,0.045,0.11,0,0.133,0.648,93.004
196,Lucky,"Colbie Caillat,Jason Mraz",2,3ZydqED69EFzLFeezYB2Dc,0.579,0.227,9,-13.339,0,0.0343,0.859,0,0.198,0.685,130.317
197,Luna,Bombay Bicycle Club,2,11EOvxJRG665bwRU0z6YVa,0.579,0.917,5,-5.4,1,0.048,0.0306,0.000579,0.143,0.387,121.989
198,Making Memories Of Us,The Notorious Cherry Bombs,2,4n484vJ1mvVwa4ejzLYuFF,0.663,0.292,5,-10.689,1,0.03,0.654,0.000365,0.0991,0.246,100.574
199,Man! I Feel Like A Woman!,Shania Twain,2,6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.581,0,0.278,0.674,124.882
200,03.45 _ No Sleep,The Cardigans,3,50PZsc0xpcx3FZ7eIu1iie,0.473,0.193,0,-11.78,1,0.0291,0.747,0,0.0598,0.39,129.696
201,Cicadas & Gulls,Feist,3,7CE76kr7cuPNFGe5UKXFyd,0.529,0.0868,1,-15.205,1,0.0319,0.924,0.0548,0.103,0.12,95.139
202,Cold Water,Damien Rice,3,4yhf8baL67t7mabOrHGRHg,0.297,0.169,0,-16.369,1,0.0361,0.876,0.152,0.0856,0.0886,119.642
204,Comes And Goes (In Waves),Greg Laswell,3,2KhS0LVOw9ralhfbcIi7vL,0.565,0.698,0,-8.596,1,0.0295,0.54,0.0183,0.124,0.155,120.013
205,Communication,The Cardigans,3,35H6omlIbcjXj4yhtwg17P,0.496,0.377,2,-8.988,1,0.0274,0.238,0.000114,0.11,0.115,126.172
206,Cry For Help,Rick Astley,3,02mYS2yrqvRj5Yx8kexNWN,0.564,0.628,0,-6.933,1,0.0221,0.522,0,0.0891,0.462,89.977
207,Cry On My Shoulder,Bonnie Raitt,3,6YQ2RgaJVn2aeFFsNHB4Yb,0.657,0.272,0,-15.36,1,0.026,0.435,3.64E-05,0.222,0.332,110.785
208,Dear Diary,Britney Spears,3,1NmjzfxyAN9u5EaqHk1uIY,0.498,0.155,3,-14.282,1,0.0341,0.811,0,0.166,0.28,127.57
209,Dream,Priscilla Ahn,3,0ngtyvPUKR4YTtkVKvZP02,0.512,0.248,2,-10.359,1,0.0275,0.75,2.96E-05,0.114,0.158,109.692
210,Dreaming My Dreams With You,Alison Krauss,3,3Loz5WyCjv6IgoexCrj19P,0.242,0.184,6,-15.844,1,0.0327,0.951,9.40E-05,0.68,0.22,82.665
211,End Of May,Keren Ann,3,14uNag9MsyAxj8mlrhRCsv,0.599,0.159,7,-16.073,0,0.0294,0.704,0.00097,0.148,0.27,97.958
212,Even Now,William Fitzsimmons,3,5EAJk4YTRe1LYmhJpE2dg2,0.434,0.0492,0,-17.956,1,0.0556,0.954,0,0.0895,0.483,135.31
213,Explorers,Sky Sailing,3,2YRSHwfhwnK0maV0kTbs5O,0.446,0.454,9,-9.491,1,0.0276,0.42,0.000118,0.187,0.534,152.914
214,Fall For Your Type,Jamie Foxx,3,0hRPRbA2B1CYmGNhWhFjwF,0.593,0.393,1,-11.736,1,0.0827,0.394,3.24E-06,0.11,0.193,136.866
215,Falling In Love At A Coffee Shop,Landon Pigg,3,1KHdq8NK9QxnGjdXb55NiG,0.489,0.561,4,-7.933,1,0.0274,0.2,4.56E-05,0.179,0.238,83.457
216,Fireflies,Owl City,3,3DamFFqW32WihKkTVlwTYQ,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114
217,Forever Friends,?????,3,0AeNVpSfq6MRMmdQMyzWhM,0.588,0.328,4,-14.009,1,0.579,0.626,0,0.059,0.267,95.015
218,Free Life,Dan Wilson,3,330Kzw5pmUVxn3AAd66Zd9,0.597,0.54,4,-6.767,1,0.0254,0.144,0,0.122,0.253,95.043
219,Geek In The Pink,Jason Mraz,3,2MMRWb4gn8mwpK5RLlPtl5,0.665,0.749,10,-4.43,0,0.0776,0.374,0,0.0375,0.897,91.822
220,Give Me Life,Daniel Powter,3,5DvLTjxwozkl5DUPnuBOV8,0.758,0.587,3,-5.989,0,0.0405,0.281,0.227,0.0484,0.739,89.061
221,Godspeed (Sweet Dreams),Dixie Chicks,3,1zpIpaDCv77z6zN2fHNTW9,0.436,0.115,9,-13.627,1,0.0316,0.829,0.000165,0.112,0.14,181.959
222,Going Home,Sophie Zelmani,3,79I6CgoOGfGiRFJtXYWZde,0.574,0.581,10,-13.112,1,0.0325,0.349,0.855,0.16,0.767,78.462
223,gold in the air of summer,Kings Of Convenience,3,3lN3SlIwjFaIIlnYSmdDqC,0.516,0.404,3,-11.562,1,0.0334,0.507,0.000997,0.135,0.447,145.426
224,Good Girl Gone Bad,Rihanna,3,6g1B0hd6rlT3xP3mERUnz8,0.708,0.553,5,-6.319,0,0.0262,0.0335,0,0.101,0.589,94.977
225,Goodbye,Sophie Zelmani,3,3DU8QTika6VBxrSANULlSd,0.65,0.388,5,-11.767,1,0.0261,0.153,0.0527,0.0838,0.46,94.424
226,Grace,Laura Story,3,2gApHDjvCPVRdFB0Z3lAYw,0.699,0.304,3,-11.567,1,0.029,0.764,0,0.141,0.457,104.143
227,grace is gone,Dave Matthews Band,3,36ZS04J2JbV1SH4LhbPWyI,0.558,0.687,2,-8.634,1,0.0381,0.471,0.000829,0.0958,0.412,94.989
228,Grafton Street,Dido,3,5ag19dk2Gz1oe7x2dJwiCU,0.702,0.267,4,-14.134,0,0.0422,0.454,0.0164,0.106,0.273,115.98
229,Hands On The Radio,Chris Garneau,3,6AAvg9DwBa4uhe3UdbNatR,0.558,0.224,6,-12.209,1,0.0312,0.968,0.0087,0.105,0.194,92.925
230,Hard Believer,First Aid Kit,3,1tyvLODkG9L7XYggvnzoVe,0.312,0.403,10,-5.845,1,0.029,0.797,0,0.124,0.134,113.085
231,He Will Carry Me,Mark Schultz,3,0oWGG5cnc9ePVoQ1ob8qYP,0.532,0.65,4,-4.978,1,0.0368,0.0914,0,0.0978,0.199,132.971
232,Hear The Noise That Moves So Soft And Low,James Vincent McMorrow,3,1X4Jv9HWP8f3UbiRLYCzSB,0.416,0.369,0,-12.21,1,0.0375,0.897,0.0958,0.0974,0.373,76.357
233,Her Morning Elegance,Oren Lavie,3,2abL57Z15fQWEhCn7Cdj10,0.434,0.397,3,-11.687,1,0.0395,0.41,8.53E-05,0.108,0.483,119.892
234,Here I Am,Leona Lewis,3,48SL7ljJ1IHx9AeRGdRheE,0.566,0.212,10,-9.855,1,0.0372,0.794,0,0.106,0.0782,119.847
235,Home,Michael Bubl??,3,4wLZ4zPM9c4oe1VV8ejdWV,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87E-05,0.112,0.349,127.631
236,Homesick,Kings Of Convenience,3,0WeqauIUZSjsupDGXsXWsP,0.437,0.393,1,-8.767,1,0.0295,0.747,0.00775,0.114,0.194,92.048
237,Honestly,Jo De La Rosa,3,0DBORDqnVpR2k2LLeIWBHf,0.522,0.552,4,-7.04,1,0.0247,0.621,0,0.115,0.25,144.08
238,How To Save A Life,The Fray,3,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035
239,I Am Falling Now,Maximilian Hecker,3,6NeBQpWa3ocm3n5yho7h07,0.295,0.278,8,-10.75,1,0.0319,0.522,0.000142,0.0923,0.0935,139.023
240,I Believe In Love,Dixie Chicks,3,6bRT1zoCrrdimCPlAXqi42,0.503,0.242,0,-8.743,1,0.028,0.658,2.07E-06,0.36,0.333,75.943
241,I Belong To Me,Jessica Simpson,3,7bIld1aH9R3zgGgzMWLxcU,0.748,0.461,0,-9.092,0,0.0378,0.0778,0,0.0995,0.823,124.974
242,I Bruise Easily,Natasha Bedingfield,3,5LZNRUci6ZphLNjhnVQgWb,0.606,0.58,4,-7.007,0,0.0355,0.122,0,0.0983,0.388,130.857
243,I Don'T Want To Say Goodbye,Teddy Thompson,3,26UAHeMVqrtWcoSXyo5qlq,0.335,0.369,7,-10.184,1,0.0295,0.542,0.00843,0.313,0.329,200.078
244,I Miss You,Darren Hayes,3,2PcGFG6ov4NlweeldGtXRD,0.538,0.688,7,-6.674,1,0.0311,0.351,8.26E-05,0.0955,0.541,179.768
245,I Need My Girl,The National,3,7rbCL7W893Zonbfnevku5s,0.523,0.438,0,-11.49,0,0.0356,0.867,0.0723,0.123,0.106,126.028
246,I Need Some Sleep,Eels,3,74icrHrhUsXAfXp07cthdP,0.664,0.307,0,-10.14,1,0.0325,0.869,0.458,0.107,0.193,128.029
247,I Was Only Joking,Rod Stewart,3,6tUkfUpdIx14aSoKkTxrfa,0.68,0.462,10,-9.289,1,0.0336,0.583,3.30E-05,0.096,0.415,106.2
248,I Wonder (Departure),Abba,3,4Dmr0pWEDkXmdShYNFBWut,0.382,0.244,0,-11.218,1,0.0283,0.515,8.18E-05,0.113,0.217,134.978
249,I'M Sorry That The Kitchen Is On Fire,Tamas Wells,3,6UNqQBUdUgKbQ2MHfM2fDa,0.549,0.41,6,-10.963,1,0.0315,0.718,0.0865,0.112,0.369,111.74
250,I've Been In Love Before,Cutting Crew,3,7yQNqjXp9BAGAppPGkTbYf,0.489,0.568,2,-13.329,1,0.0281,0.0562,0.0107,0.21,0.86,146.009
251,I'Ve Never Been To Me,Charlene,3,6DMOzL2zPZBAW0LDYCYLWm,0.473,0.332,10,-12.51,1,0.0426,0.843,0,0.0853,0.435,121.326
252,imagine me without you,Jaci Velasquez,3,0519aL5JRho9BG2sOEZMtB,0.594,0.471,6,-7.661,1,0.0284,0.793,0,0.105,0.186,117.985
253,In My Secret Life,Leonard Cohen,3,31TADh49q4s4jm6lGDeIrd,0.793,0.261,5,-13.882,1,0.0322,0.409,0.0025,0.0779,0.464,82.016
254,In The Dark,Shelley Harland,3,7hqx6bVuypazyCwIlgptY0,0.764,0.825,2,-6.463,0,0.143,0.0112,0.00195,0.335,0.428,127.983
255,In The Morning,Club 8,3,0E0uSfCWARWuAUSMeciSNZ,0.656,0.474,3,-8.405,1,0.0274,0.854,0.069,0.141,0.2,103.958
256,Inside,Bang Gang,3,76fLNi64MTonSw7esUYvno,0.343,0.285,9,-10.689,0,0.0303,0.85,0.00472,0.107,0.107,130.521
257,Is There Somebody Who Can Watch You,The 1975,3,0d9J4kIbiCtwY5voEvprpy,0.372,0.0305,11,-19.162,1,0.0497,0.923,0.000985,0.0851,0.107,112.909
258,Jailcell Mind,Hayley Sales,3,6nLmB7JTGCDdkQ1MvWNMdk,0.818,0.577,0,-6.107,1,0.0238,0.606,8.76E-05,0.12,0.756,97.815
259,"Jesus, Walk With Me",Club 8,3,78hdLeZpM9OclqDy2s6rKd,0.591,0.207,0,-14.492,1,0.0306,0.889,0.028,0.11,0.149,101.909
260,Just Hold Me,Maria Mena,3,7IPMUKKlLQEBuKVhNzwTR1,0.606,0.476,9,-6.241,0,0.0236,0.251,0,0.101,0.276,91.041
261,just like heaven,Katie Melua,3,5vgPGHQJ0HQ8wyuezGpeXp,0.734,0.312,2,-16.469,1,0.0359,0.788,0.0112,0.103,0.356,131.167
262,Keep Walking or I'll Kill You,Agnes Kain,3,4nDQ70v1yJJnLGWa5WduI6,0.664,0.17,7,-11.947,1,0.0408,0.834,0,0.149,0.441,124.934
263,Killer On The Road,Oh Laura,3,6TSRzwhmlZUIlDkfhhmbwz,0.679,0.483,8,-7.957,0,0.0349,0.0609,4.98E-05,0.115,0.503,126.907
264,Leave The Light On,Priscilla Ahn,3,6R63ujc0R1FWlEdTnHt3Pi,0.685,0.318,0,-11.107,1,0.0299,0.736,0.000699,0.128,0.352,123.88
265,Let It Rain,Olivia Ong,3,6390Zm2TZwOpw0U0EdxdEV,0.519,0.208,2,-11.091,1,0.0319,0.876,0.00119,0.115,0.234,125.165
266,Life For Rent,Dido,3,4jCs5Z8Y06WsiDeoe5giJn,0.487,0.519,3,-7.249,1,0.0296,0.191,0,0.134,0.154,82.947
267,Light Up the Sky,The Afters,3,2YEQNToSXA0iOxzpHPlkw9,0.468,0.774,2,-4.716,1,0.0316,0.0319,0,0.0666,0.408,141.959
268,Like A Star,Corinne Bailey Rae,3,5Anh8jULgeUgciLHCR25Mk,0.606,0.226,2,-10.617,0,0.0347,0.715,0.0001,0.35,0.142,122.711
269,Limit To Your Love,Feist,3,5ApxZEQ1u6BhPrqeolLi6K,0.565,0.363,5,-7.973,1,0.031,0.621,0.00169,0.107,0.392,152.076
270,Little Girl In The World,?????,3,2LDgwC6jWeXundg3j1Hx5i,0.564,0.202,0,-11.163,1,0.0328,0.828,0.0457,0.104,0.0873,137.926
271,Little Love Caster,Laura Marling,3,0s5qV9SXDd27bo2WECrvjC,0.379,0.0624,7,-23.373,0,0.0345,0.872,0.00615,0.0979,0.171,133.042
272,Little Talks,Of Monsters and Men,3,2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961
273,Living In The Moment,Jason Mraz,3,3ce7k1L4EkZppZPz1EJWTS,0.65,0.628,7,-7.16,1,0.0232,0.0482,0,0.119,0.699,84.14
274,Lonely Road,Everlast,3,3pJE14uAwHVRSKI80ZJixj,0.717,0.568,2,-5.152,1,0.0277,0.00262,0.204,0.31,0.391,86.992
275,Lost & Found,Lianne La Havas,3,3grtd7DDleOmNWE4xdXJfZ,0.518,0.349,2,-11.527,0,0.0355,0.82,1.06E-06,0.123,0.142,134.064
276,Love In December,Club 8,3,6rKcQ3hJ1IbCDYWPs7lYBR,0.68,0.478,11,-8.169,0,0.0472,0.177,0.0239,0.107,0.541,174.103
277,Love Song For 1,Corrinne May,3,0DOqpYXjxQ4iFl1lCL2nci,0.429,0.111,9,-12.278,1,0.0339,0.941,0,0.321,0.304,113.202
278,Love You So,Natalie,3,0JTTx9wdM4bC08mavL54bf,0.782,0.575,7,-5.739,1,0.034,0.231,0.000965,0.136,0.473,103.99
279,May It Be,Enya,3,7LAJWSKK8JMIZAcblgUMS6,0.215,0.169,9,-17.88,1,0.0402,0.974,0.0585,0.0907,0.0547,132.925
280,Maybe I'Ll Go,Lene Marlin,3,3v6AKg8JNZiWGBaLUYS4nQ,0.613,0.268,9,-14.268,1,0.0314,0.785,0.00189,0.13,0.212,122.19
282,Milk And Toast And Honey,Roxette,3,5zKyU6CL3L0QA2J4jcBzRM,0.635,0.715,1,-4.245,1,0.0349,0.0517,0,0.0574,0.744,141.414
283,Miss You,coldrain,3,3mmlIecWM6fvNhmL4blJ3y,0.413,0.553,3,-6.57,0,0.029,0.00749,0,0.134,0.422,84.8
285,Much Farther To Go,Rosie Thomas,3,6JlRmJL2LvDM9cUWAmYiyJ,0.405,0.189,10,-13.246,1,0.0325,0.954,0.00296,0.173,0.238,79.363
286,My Love,Lene Marlin,3,6mdNAmgPootUGlAj5nJP65,0.585,0.265,6,-11.14,0,0.033,0.935,0.00448,0.251,0.156,116.044
287,My Place,Nelly,3,1NAyvpW70a9lxY0YlLWFV4,0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49E-06,0.0982,0.642,163.153
288,Never Know,Jack Johnson,3,3dKFxCpVtK3g9KAB8S1FwY,0.928,0.385,1,-7.44,0,0.0546,0.29,1.24E-05,0.12,0.761,102.007
289,Never Say Goodbye (Adapted From _Pavane_),Hayley Westenra,3,3I31KiGNOh9uelfmpAjCGE,0.296,0.251,7,-13.518,1,0.0303,0.806,5.77E-06,0.116,0.171,132.153
290,Not Going Anywhere,Keren Ann,3,1lv17MSSDr1iBS2vp6UoRt,0.493,0.204,0,-12.371,0,0.0304,0.898,0.00828,0.138,0.365,96.998
291,Nothing But A Miracle,Diane Birch,3,6IZVRuDF1R3vu7M7x6jAkM,0.682,0.457,4,-8.636,0,0.253,0.523,0.000103,0.107,0.36,152.153
292,Only Ones Who Know,Arctic Monkeys,3,7ABWRukVQcXrIrDKDx5Gek,0.257,0.409,7,-10.828,0,0.0363,0.899,0.00293,0.109,0.0794,145.759
293,Open,Rhye,3,3JsA2sWDNR9oQogGAzqqtH,0.551,0.324,0,-10.962,1,0.0314,0.896,0.0873,0.277,0.231,90.957
294,Out From Under,Britney Spears,3,4vygSZytjx3cETrlbKgNoL,0.543,0.46,6,-10.463,1,0.0352,0.379,0,0.112,0.384,139.918
295,Over The Rainbow _ What A Wonderful World,Israel Kamakawiwo'ole,3,4heCCxMwu4IH4bMaHLNRdg,0.708,0.55,0,-12.362,1,0.0311,0.738,2.92E-05,0.107,0.705,93.485
296,Over The Way,????,3,3NvVV0wWJeHm4WByqMbRav,0.361,0.0146,6,-36.195,0,0.0434,0.992,0.944,0.0868,0.0806,180.009
297,Paper Aeroplane,KT Tunstall,3,5rwXkjM9PXxJUTHcGTEsIl,0.53,0.234,2,-8.538,1,0.0287,0.676,9.59E-06,0.132,0.111,97.051
298,Parachute,Sean Lennon,3,1r2sFdtf7WQgwFdkqk6Bti,0.538,0.532,6,-9.61,0,0.0249,0.555,7.27E-05,0.118,0.433,77.018
300,9 Crimes,Damien Rice,4,08YEGpKt2LHJ0URCXKHEie,0.329,0.167,0,-13.103,1,0.0296,0.913,9.56E-05,0.0921,0.0995,74.174
302,A Natural Disaster,Anathema,4,2Qn1vOdrfwcn1xZg5RZNSB,0.32,0.292,4,-9.328,0,0.0297,0.0701,0.00753,0.12,0.12,111.707
303,A Place Nearby,Lene Marlin,4,2CoOb7f00S9B7y4IyB2bT6,0.821,0.221,0,-13.116,1,0.0366,0.389,0.000953,0.0859,0.147,112.925
304,A Thousand Miles,Vanessa Carlton,4,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931
305,Again And Again,Jewel,4,0eqegAaplGBvg5jFjosHgb,0.522,0.792,0,-3.795,1,0.0298,0.182,3.60E-06,0.105,0.289,132.998
306,All I Ever Wanted,The Airborne Toxic Event,4,539jh98saoApaX0XpsaRq5,0.354,0.836,0,-3.888,1,0.0497,0.00382,0.0229,0.19,0.235,165.02
307,All Out Of Love,Air Supply,4,7dQC53NiYOY9gKg3Qsu2Bs,0.512,0.262,0,-16.875,1,0.0276,0.313,5.51E-06,0.456,0.357,108.381
308,All Too Well,Taylor Swift,4,1q3RiD1tIWUpGsNFADMlvl,0.602,0.609,0,-7.803,1,0.0243,0.0382,0.0002,0.127,0.337,93.06
311,Angel Of Mine,Monica,4,1AM1o0mKbgAK5oMpY8B3Z7,0.592,0.562,10,-6.869,0,0.0239,0.00373,3.23E-05,0.223,0.208,90.16
312,As Long As You Love Me,Backstreet Boys,4,00WvmRXTkPBZNhhRK3xfdy,0.775,0.816,0,-5.534,1,0.0281,0.164,0,0.126,0.753,98.219
313,Ashes And Wine,A Fine Frenzy,4,1l9Q5NyhsyodDzIrdtJ6Ub,0.528,0.494,8,-8.262,1,0.0329,0.128,9.81E-06,0.379,0.201,140.153
314,Back To December,Taylor Swift,4,3DrjZArsPsoqbLzUZZV1Id,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893
315,Be Alright,Justin Bieber,4,6d57NrP6d0rG8FLcEPaYpq,0.803,0.356,5,-9.026,0,0.0326,0.589,0,0.16,0.739,106.95
316,Better Off Dead,anathema,4,2WB4Owm6SKpwLFwb6uyfE7,0.536,0.242,0,-9.622,1,0.0267,0.907,0.00415,0.136,0.0878,92.187
317,Better Than A Hallelujah,AMY GRANT,4,6RlliUfY8hTxnaK85e6D5Z,0.616,0.488,7,-7.513,1,0.0265,0.473,5.34E-05,0.106,0.501,75
318,Black & Blue,Chris Garneau,4,7ejWfOw0lfWWKtWaerk4K1,0.498,0.207,0,-9.694,1,0.0368,0.945,0.00283,0.162,0.121,123.117
319,Blue Velvet,Lana Del Rey,4,5QWex1FyG3NhqIfJsJUqxj,0.189,0.317,10,-8.631,1,0.028,0.812,0.0719,0.214,0.251,84.809
320,Born To Die,Lana Del Rey,4,487OPlneJNni3NWC8SYqhW,0.428,0.626,4,-6.639,0,0.0339,0.222,8.22E-05,0.277,0.379,86.02
321,Brand New Me,Alicia Keys,4,0827eActpDYORuhgvWB0oY,0.366,0.328,0,-12.605,1,0.061,0.737,0.000104,0.152,0.158,145.205
322,Breathe Again,Sara Bareilles,4,0UgmLwOrTeOCUNwV07a5AD,0.366,0.482,5,-7.9,1,0.0278,0.288,0.00655,0.117,0.278,169.677
323,Brick,Ben Folds Five,4,4jKq1e80xAYixkIwt6YyV1,0.542,0.454,2,-10.247,1,0.025,0.645,0.00279,0.15,0.267,96.881
324,Broken,Jake Bugg,4,1Bph2KY0MA2JUiX5uADWjZ,0.439,0.442,8,-8.873,1,0.0288,0.335,0.00889,0.107,0.189,119.81
325,California Dreaming,North,4,2pzCAWrT6kBXWr4pe5HjvG,0.546,0.441,11,-11.279,0,0.306,0.205,2.19E-05,0.145,0.537,73.808
326,Cancer,My Chemical Romance,4,0GgN4MhR5GKn5IcKN0e0rG,0.457,0.515,4,-4.31,1,0.0261,0.358,0,0.278,0.222,74.984
327,Caving In,Kimya Dawson,4,6bGnyPg37IsuXi74iMpXwn,0.517,0.406,2,-12.801,1,0.127,0.744,0,0.312,0.692,141.963
329,Christmas Lights,Coldplay,4,4QVdnpSO5JGMFOEl6ys4RQ,0.295,0.496,7,-9.478,1,0.0327,0.207,0.000396,0.858,0.224,132.062
330,Cold As You,Taylor Swift,4,7an1exwMnfYRcdVQm0yDev,0.418,0.482,5,-5.769,1,0.0266,0.217,0,0.123,0.261,175.558
331,Cold Water,Damien Rice,4,4yhf8baL67t7mabOrHGRHg,0.297,0.169,0,-16.369,1,0.0361,0.876,0.152,0.0856,0.0886,119.642
332,Coldest Winter,Kanye West,4,2RRFTLIglxHgAYQzsSLI4Y,0.761,0.516,0,-10.229,1,0.044,0.171,3.21E-06,0.265,0.562,133.999
333,Communication,The Cardigans,4,35H6omlIbcjXj4yhtwg17P,0.496,0.377,2,-8.988,1,0.0274,0.238,0.000114,0.11,0.115,126.172
334,Cry,James Blunt,4,6f3H0zbLEacszkDZAKv6IG,0.499,0.583,7,-9.191,1,0.0322,0.464,0.00747,0.0971,0.194,151.999
336,Disguise,Lene Marlin,4,1OdkGwkblQiitomcUOVP4Y,0.476,0.76,3,-7.276,1,0.0299,0.0194,0.000278,0.169,0.487,169.945
337,Do I Have To Cry For You,Nick Carter,4,6L5udBtIPqieULPMac3wkh,0.561,0.598,1,-4.498,1,0.0283,0.418,0,0.103,0.215,137.002
339,"Drama, Love & 'Lationships",Babyface,4,7g0LrTIepTY0vkYt3bwR5n,0.839,0.527,7,-5.242,1,0.0475,0.111,0,0.0934,0.614,108.024
340,Dreamer,Uh Huh Her,4,4MunuI8UKSRNEEZIalVFxS,0.549,0.474,0,-7.66,0,0.0259,0.239,0.00548,0.244,0.13,114.987
341,Dying,Hole,4,59m93IlJ9N9dOjAZIm9NzY,0.45,0.451,2,-9.219,1,0.0299,0.261,0,0.0734,0.295,162.147
342,Dying In The Sun,The Cranberries,4,6Bmgo9pvPcx2qedb1ZUhrv,0.328,0.222,0,-11.07,1,0.0305,0.97,0.00017,0.103,0.344,167.099
343,Elizabeth On The Bathroom Floor,Eels,4,59jlvISxPnbP7RpQ01Hugu,0.396,0.0813,9,-21.81,0,0.0348,0.943,0.382,0.0827,0.0856,135.158
344,England Made Me,Black Box Recorder,4,6unU9xLqrK5mPETyKXwO4U,0.338,0.311,4,-10.152,0,0.0289,0.858,0.0728,0.0961,0.103,76.342
345,Even Heaven Cries,Monrose,4,392zSJLYU2uCmUiBZTgk2M,0.673,0.373,6,-17.629,1,0.049,0.0325,0.871,0.0474,0.768,96.012
346,Everything Will Flow,Suede,4,0nX7eucwioOGSbYrsDVEx1,0.454,0.868,2,-6.248,0,0.0384,0.0513,0.000318,0.218,0.379,109.007
